CSD refcode,CIF filename,original crystal system,Sohncke space group,Percentage void space,Charged framework,Hydrogen added,Unreliable chemistry
HOGJUK,hogjuk_P1_charged_H,monoclinic,-,39.888,Yes,Yes,-
HOGLEV01,hoglev01_P1_H,hexagonal,-,62.98,-,Yes,Yes
HOGSIG,hogsig_P1,monoclinic,-,31.158,-,-,-
HOGTOM,hogtom_P1_H,trigonal,-,30.782,-,Yes,-
HOHHIY,hohhiy_P1,triclinic,-,23.262,-,-,-
HOHHUK,hohhuk_P1,monoclinic,-,40.049,-,-,-
HOHJAR,hohjar_P1,triclinic,-,19.328,-,-,-
HOHJIA,hohjia_P1,triclinic,-,14.011,-,-,-
HOHJOG,hohjog_P1,triclinic,-,10.843,-,-,-
HOHMIB,hohmib_P1,tetragonal,-,74.389,-,-,-
HOJJAU,hojjau_P1_H,orthorhombic,-,65.171,-,Yes,-
HOJLEY,hojley_P1,monoclinic,-,13.012,-,-,-
HOJLID,hojlid_P1,monoclinic,Yes,67.527,-,-,-
HOJLUP,hojlup_P1,monoclinic,-,45.243,-,-,-
HOJNOL,hojnol_P1,orthorhombic,-,31.333,-,-,-
HOJNUR,hojnur_P1,orthorhombic,-,31.934,-,-,-
HOJNUR01,hojnur01_P1,orthorhombic,-,29.494,-,-,-
HOJPAZ,hojpaz_P1,orthorhombic,-,31.811,-,-,-
HOJPED,hojped_P1,orthorhombic,-,31.236,-,-,-
HOJPIH,hojpih_P1,orthorhombic,-,30.948,-,-,-
HOKGUJ,hokguj_P1_charged,tetragonal,-,21.0,Yes,-,-
HOKLOK,hoklok_P1,monoclinic,-,33.005,-,-,-
HOKMUR,hokmur_P1,monoclinic,-,48.388,-,-,-
HOLDUK,holduk_P1,triclinic,-,31.638,-,-,-
HOLDUK01,holduk01_P1,triclinic,-,33.079,-,-,-
HOLQAC,holqac_P1,cubic,-,58.518,-,-,-
HOLQIK,holqik_P1,cubic,-,52.064,-,-,-
HOLYEP,holyep_P1,cubic,-,67.389,-,-,-
HOLYIT,holyit_P1,rhombohedral,-,56.632,-,-,-
HOLYOZ,holyoz_P1,rhombohedral,-,54.638,-,-,-
HOMZEP,homzep_P1_H,hexagonal,-,46.167,-,Yes,Yes
HONBES,honbes_P1,tetragonal,-,26.599,-,-,-
HOPDIB,hopdib_P1,trigonal,Yes,13.808,-,-,-
HOPTAK,hoptak_P1,monoclinic,-,31.685,-,-,-
HOPVEP,hopvep_P1,trigonal,Yes,22.775,-,-,-
HOPVIT,hopvit_P1,trigonal,Yes,20.595,-,-,-
HOPZUK,hopzuk_P1,triclinic,-,37.274,-,-,-
HOQBOF,hoqbof_P1_H,triclinic,-,25.257,-,Yes,Yes
HOQCEY,hoqcey_P1,triclinic,-,50.351,-,-,-
HOQGAX,hoqgax_P1,triclinic,-,28.114,-,-,-
HOQMIL,hoqmil_P1,monoclinic,-,34.365,-,-,-
HOQMIL01,hoqmil01_P1,monoclinic,-,32.696,-,-,-
HOQMIL02,hoqmil02_P1,monoclinic,-,33.437,-,-,-
HOQMIL03,hoqmil03_P1,monoclinic,-,33.367,-,-,-
HOQMIL04,hoqmil04_P1_charged,monoclinic,-,33.181,Yes,-,-
HOQMOR,hoqmor_P1,monoclinic,-,30.888,-,-,-
HOQMUX,hoqmux_P1,monoclinic,-,27.198,-,-,-
HOQNEI,hoqnei_P1,monoclinic,-,30.937,-,-,-
HORBAU,horbau_P1_charged,rhombohedral,-,24.909,Yes,-,-
HORBOI,horboi_P1,tetragonal,-,22.019,-,-,-
HORBUO,horbuo_P1,tetragonal,-,19.393,-,-,-
HORCAV,horcav_P1,tetragonal,-,19.046,-,-,-
HORQOX,horqox_P1,monoclinic,-,19.165,-,-,-
HORZAS,horzas_P1,monoclinic,-,56.772,-,-,-
HOSMEK,hosmek_P1,triclinic,-,21.978,-,-,-
HOVGIK,hovgik_P1,monoclinic,-,38.164,-,-,-
HOVJIN,hovjin_P1,triclinic,-,13.482,-,-,-
HOWFIL,howfil_P1,monoclinic,-,10.43,-,-,-
HOWPOA,howpoa_P1_charged,tetragonal,-,52.213,Yes,-,-
HOWPOZ,howpoz_P1_H,orthorhombic,-,41.205,-,Yes,Yes
HOWPUF,howpuf_P1_H,orthorhombic,Yes,50.294,-,Yes,-
HOWQAM,howqam_P1_H,orthorhombic,-,54.506,-,Yes,-
HOWQER,howqer_P1_charged,orthorhombic,-,30.157,Yes,-,-
HOWQER01,howqer01_P1_charged,orthorhombic,-,30.803,Yes,-,-
HOWQER02,howqer02_P1_charged,orthorhombic,-,30.794,Yes,-,-
HOWQOA,howqoa_P1_H,monoclinic,-,40.589,-,Yes,Yes
HOWRUI,howrui_P1_H,monoclinic,Yes,32.065,-,Yes,-
HOWSAP,howsap_P1_H,monoclinic,Yes,30.635,-,Yes,-
HOXGEH,hoxgeh_P1,rhombohedral,-,16.021,-,-,-
HOXKIP,hoxkip_P1_H,monoclinic,-,15.462,-,Yes,-
HOXKUB,hoxkub_P1,monoclinic,-,19.421,-,-,-
HOXSIY,hoxsiy_P1,monoclinic,Yes,19.562,-,-,-
HOXWOJ,hoxwoj_P1_H,tetragonal,-,33.333,-,Yes,-
HOYKUD,hoykud_P1,monoclinic,-,48.247,-,-,-
HOYQIX,hoyqix_P1,rhombohedral,-,60.279,-,-,-
HOYQUJ,hoyquj_P1,monoclinic,-,46.413,-,-,-
HOYRAQ,hoyraq_P1,monoclinic,-,47.928,-,-,-
HOYROE,hoyroe_P1,orthorhombic,Yes,16.055,-,-,-
HOYSEW,hoysew_P1,rhombohedral,-,57.626,-,-,-
HOYXIF,hoyxif_P1,tetragonal,-,30.247,-,-,-
HOZBUV,hozbuv_P1_H,monoclinic,-,32.711,-,Yes,Yes
HOZDOR,hozdor_P1,triclinic,-,18.639,-,-,-
HOZFEJ,hozfej_P1,monoclinic,-,31.236,-,-,-
HOZFIN,hozfin_P1_charged_H,trigonal,-,56.725,Yes,Yes,Yes
HOZHOW,hozhow_P1_charged,rhombohedral,-,28.306,Yes,-,-
HOZQAR,hozqar_P1_H,rhombohedral,-,56.496,-,Yes,-
HOZTOG,hoztog_P1,cubic,-,53.049,-,-,-
HUCFAO,hucfao_P1_H,triclinic,-,35.698,-,Yes,-
HUCLIB,huclib_P1,monoclinic,-,12.031,-,-,-
HUCXEK,hucxek_P1,monoclinic,-,20.361,-,-,-
HUCXIO,hucxio_P1,monoclinic,-,20.11,-,-,-
HUCXOU,hucxou_P1,monoclinic,-,20.194,-,-,-
HUDMAW,hudmaw_P1,hexagonal,Yes,14.54,-,-,-
HUDMEA,hudmea_P1_H,hexagonal,Yes,14.892,-,Yes,-
HUDMOK,hudmok_P1,tetragonal,-,68.089,-,-,-
HUDWUA,hudwua_P1,triclinic,-,23.738,-,-,-
HUFHEX,hufhex_P1_charged,rhombohedral,-,28.594,Yes,-,-
HUFHIB,hufhib_P1_charged,rhombohedral,-,40.818,Yes,-,-
HUFHOH,hufhoh_P1_charged,rhombohedral,-,48.069,Yes,-,-
HUFJAV,hufjav_P1_charged,rhombohedral,-,29.661,Yes,-,-
HUFJEZ,hufjez_P1_charged,rhombohedral,-,38.815,Yes,-,-
HUGLIG,huglig_P1,monoclinic,-,13.843,-,-,-
HUGLUS,huglus_P1,monoclinic,-,10.972,-,-,-
HUHBET,huhbet_P1_charged,orthorhombic,-,24.755,Yes,-,-
HUHHOI,huhhoi_P1_H,orthorhombic,-,24.14,-,Yes,-
HUHJOL,huhjol_P1,triclinic,-,11.657,-,-,-
HUHNIJ,huhnij_P1,orthorhombic,Yes,19.695,-,-,-
HUJGEA,hujgea_P1_H,tetragonal,-,62.136,-,Yes,Yes
HUJLUW,hujluw_P1,monoclinic,-,29.953,-,-,-
HUJQAH,hujqah_P1_H,triclinic,-,20.106,-,Yes,-
HUJVOX,hujvox_P1_charged,tetragonal,Yes,13.986,Yes,-,-
HUKQUZ,hukquz_P1_charged,rhombohedral,-,11.164,Yes,-,-
HULCEW,hulcew_P1,cubic,-,13.54,-,-,-
HULCOI,hulcoi_P1_H,tetragonal,-,74.428,-,Yes,-
HULGAZ,hulgaz_P1,monoclinic,-,17.86,-,-,-
HULGIH,hulgih_P1,monoclinic,-,12.75,-,-,-
HULGON,hulgon_P1,monoclinic,-,17.108,-,-,-
HULQEN,hulqen_P1,triclinic,-,16.543,-,-,-
HULQIR,hulqir_P1,triclinic,-,36.585,-,-,-
HULRIR,hulrir_P1_H,monoclinic,-,49.305,-,Yes,-
HULTEP,hultep_P1_charged,rhombohedral,-,53.617,Yes,-,-
HUMBOJ,humboj_P1,monoclinic,-,12.385,-,-,-
HUMWET,humwet_P1_charged,cubic,Yes,59.687,Yes,-,-
HUNDOM,hundom_P1,monoclinic,-,41.369,-,-,-
HUNHUW,hunhuw_P1,monoclinic,-,30.98,-,-,-
HUPLAH,huplah_P1,tetragonal,-,11.291,-,-,-
HUPQIU,hupqiu_P1,rhombohedral,-,66.152,-,-,-
HUPTER,hupter_P1_H,monoclinic,-,10.848,-,Yes,-
HUPTOE,huptoe_P1,orthorhombic,Yes,32.449,-,-,-
HUPTUK,huptuk_P1,orthorhombic,Yes,32.526,-,-,-
HUQGOR,huqgor_P1,triclinic,-,58.246,-,-,-
HUQGUX,huqgux_P1,triclinic,-,57.869,-,-,-
HUQHAE,huqhae_P1,triclinic,-,55.637,-,-,-
HUQHEI,huqhei_P1,triclinic,-,56.383,-,-,-
HUQHIM,huqhim_P1,monoclinic,-,58.015,-,-,-
HUQHOS,huqhos_P1,triclinic,-,54.62,-,-,-
HUQHUY,huqhuy_P1_H,monoclinic,-,64.06,-,Yes,-
HUQJAG,huqjag_P1,monoclinic,-,55.805,-,-,-
HUQVOH,huqvoh_P1,monoclinic,-,39.288,-,-,-
HURFEH,hurfeh_P1,orthorhombic,Yes,52.148,-,-,-
HURGEH,hurgeh_P1,monoclinic,-,53.912,-,-,-
HURGOR,hurgor_P1_charged,orthorhombic,-,48.312,Yes,-,-
HURHAG,hurhag_P1,monoclinic,-,12.243,-,-,-
HURKEN,hurken_P1_H,monoclinic,-,13.433,-,Yes,-
HURKOX,hurkox_P1_charged,monoclinic,-,51.758,Yes,-,-
HURQUG,hurqug_P1_H,hexagonal,-,21.165,-,Yes,Yes
HUSFAF,husfaf_P1_charged,monoclinic,-,51.068,Yes,-,-
HUSFEJ,husfej_P1_charged,monoclinic,-,51.591,Yes,-,-
HUSFIN,husfin_P1_charged,monoclinic,-,51.26,Yes,-,-
HUSFOT,husfot_P1_charged,monoclinic,-,51.117,Yes,-,-
HUSGAG,husgag_P1_charged,monoclinic,-,50.735,Yes,-,-
HUSGEJ,husgej_P1,triclinic,-,18.72,-,-,-
HUSGEK,husgek_P1_charged,monoclinic,-,51.244,Yes,-,-
HUSJUC,husjuc_P1,monoclinic,-,24.061,-,-,-
HUSQES,husqes_P1,orthorhombic,-,26.48,-,-,-
HUTGIP,hutgip_P1,monoclinic,-,27.272,-,-,-
HUTHEM,huthem_P1,monoclinic,-,26.76,-,-,-
HUTTIA,huttia_P1,orthorhombic,-,28.623,-,-,-
HUTZAX01,hutzax01_P1,trigonal,Yes,18.858,-,-,-
HUVDIN,huvdin_P1,monoclinic,Yes,10.278,-,-,-
HUVGAJ,huvgaj_P1,monoclinic,-,31.658,-,-,-
HUVGEM,huvgem_P1,triclinic,-,23.838,-,-,-
HUVHIR,huvhir_P1_H,triclinic,-,12.278,-,Yes,-
HUVHOX,huvhox_P1_charged_H,orthorhombic,-,35.873,Yes,Yes,-
HUVKOB,huvkob_P1,monoclinic,-,32.371,-,-,-
HUVLUF,huvluf_P1_charged,orthorhombic,-,20.623,Yes,-,-
HUVLUF01,huvluf01_P1_charged,orthorhombic,-,20.0,Yes,-,-
HUWHOY,huwhoy_P1_H,monoclinic,Yes,30.435,-,Yes,-
HUWLUI,huwlui_P1_H,triclinic,-,54.675,-,Yes,-
HUWLUJ,huwluj_P1_charged,hexagonal,-,20.627,Yes,-,-
HUWMAP,huwmap_P1_charged,orthorhombic,Yes,65.689,Yes,-,-
HUWMAQ,huwmaq_P1_charged,hexagonal,-,19.228,Yes,-,-
HUWMEU,huwmeu_P1_charged,hexagonal,-,19.099,Yes,-,-
HUWRAV,huwrav_P1_charged_H,orthorhombic,Yes,31.54,Yes,Yes,-
HUWRID,huwrid_P1_charged_H,orthorhombic,Yes,30.128,Yes,Yes,-
HUWROJ,huwroj_P1_charged,orthorhombic,Yes,35.583,Yes,-,-
HUWRUP,huwrup_P1_charged,orthorhombic,Yes,35.611,Yes,-,-
HUWSIE,huwsie_P1_charged_H,orthorhombic,Yes,38.153,Yes,Yes,-
HUWSOK,huwsok_P1_charged,tetragonal,Yes,20.355,Yes,-,-
HUWSUN,huwsun_P1_charged,cubic,-,49.353,Yes,-,-
HUYBEL,huybel_P1,monoclinic,-,37.132,-,-,-
HUYBIP,huybip_P1,hexagonal,Yes,12.127,-,-,-
HUYJAP,huyjap_P1,rhombohedral,-,40.987,-,-,-
HUYJOA,huyjoa_P1_H,tetragonal,Yes,11.331,-,Yes,-
HUYKER,huyker_P1_H,cubic,Yes,54.723,-,Yes,-
HUZFEO,huzfeo_P1_charged,monoclinic,-,23.406,Yes,-,-
HUZFIS,huzfis_P1_charged,monoclinic,-,36.987,Yes,-,-
HUZFOY,huzfoy_P1_charged,rhombohedral,Yes,45.735,Yes,-,-
HUZGOZ,huzgoz_P1,monoclinic,-,23.48,-,-,-
HUZHIW01,huzhiw01_P1,monoclinic,-,36.17,-,-,-
HUZSOL,huzsol_P1,orthorhombic,-,44.573,-,-,-
HUZSUR,huzsur_P1_H,triclinic,-,38.054,-,Yes,-
HUZVEG,huzveg_P1,tetragonal,-,20.847,-,-,-
HUZXAD,huzxad_P1,monoclinic,-,63.659,-,-,-
HUZXEH,huzxeh_P1,monoclinic,-,59.637,-,-,-
HUZXOR,huzxor_P1,monoclinic,-,51.116,-,-,-
HUZXUX,huzxux_P1,monoclinic,-,47.725,-,-,-
HUZYAE,huzyae_P1_H,monoclinic,-,45.876,-,Yes,-
IBABOF,ibabof_P1,orthorhombic,-,43.062,-,-,Yes
IBABOF01,ibabof01_P1,orthorhombic,-,42.981,-,-,Yes
IBABUL,ibabul_P1,orthorhombic,-,43.73,-,-,Yes
IBACAS,ibacas_P1_H,orthorhombic,-,43.958,-,Yes,Yes
IBARUA,ibarua_P1_H,trigonal,-,27.816,-,Yes,-
IBASAH,ibasah_P1_H,trigonal,-,28.23,-,Yes,-
IBASEL,ibasel_P1_H,trigonal,-,28.906,-,Yes,-
IBASOV,ibasov_P1_H,trigonal,-,28.79,-,Yes,-
IBASOX,ibasox_P1_H,tetragonal,-,63.983,-,Yes,Yes
IBASUB,ibasub_P1_H,trigonal,-,28.383,-,Yes,-
IBATAI,ibatai_P1_H,trigonal,-,28.324,-,Yes,-
IBATEM,ibatem_P1_H,trigonal,-,28.346,-,Yes,-
IBERUE,iberue_P1,monoclinic,-,31.777,-,-,-
IBESAN,ibesan_P1,triclinic,-,20.69,-,-,-
IBESIV,ibesiv_P1,triclinic,-,17.639,-,-,-
IBICAZ,ibicaz_P1,hexagonal,Yes,38.765,-,-,-
IBICED,ibiced_P1,hexagonal,Yes,37.785,-,-,-
IBICIH,ibicih_P1,hexagonal,Yes,38.736,-,-,-
IBICON,ibicon_P1,hexagonal,Yes,37.88,-,-,-
IBICUT,ibicut_P1,hexagonal,Yes,39.107,-,-,-
IBIDAA,ibidaa_P1,hexagonal,Yes,38.453,-,-,-
IBIRES,ibires_P1,monoclinic,-,33.805,-,-,-
IBITUK,ibituk_P1_charged_H,triclinic,-,18.977,Yes,Yes,Yes
IBIXID,ibixid_P1,triclinic,-,17.308,-,-,-
IBIXUO,ibixuo_P1,monoclinic,-,14.487,-,-,-
IBIYOI,ibiyoi_P1_charged_H,tetragonal,-,18.226,Yes,Yes,-
IBIYUO,ibiyuo_P1_H,tetragonal,-,22.471,-,Yes,-
IBOCIO,ibocio_P1,triclinic,-,35.704,-,-,-
IBOCOU,ibocou_P1,triclinic,-,36.301,-,-,-
IBOSAX,ibosax_P1,monoclinic,-,25.418,-,-,-
IBOTIC,ibotic_P1_charged,monoclinic,-,12.532,Yes,-,-
IBOWIH,ibowih_P1_charged_H,trigonal,Yes,23.371,Yes,Yes,-
IBOZIK,ibozik_P1,monoclinic,-,18.159,-,-,-
IBUBEP,ibubep_P1_charged,orthorhombic,-,51.572,Yes,-,-
IBUBIT,ibubit_P1,orthorhombic,-,50.386,-,-,-
IBUDOZ,ibudoz_P1,monoclinic,-,30.59,-,-,-
IBULIE,ibulie_P1_charged,orthorhombic,-,44.939,Yes,-,-
IBULIE01,ibulie01_P1_charged,orthorhombic,-,44.616,Yes,-,-
IBUZAK,ibuzak_P1,orthorhombic,-,35.216,-,-,-
ICALOP,icalop_P1,orthorhombic,-,68.481,-,-,-
ICALUV,icaluv_P1,orthorhombic,-,47.54,-,-,-
ICAMAC,icamac_P1,orthorhombic,-,25.459,-,-,-
ICAMEG,icameg_P1,trigonal,Yes,31.193,-,-,-
ICANAD,icanad_P1,rhombohedral,-,26.741,-,-,-
ICANEH,icaneh_P1,rhombohedral,-,26.924,-,-,-
ICARAH,icarah_P1,rhombohedral,-,72.06,-,-,-
ICAWUF,icawuf_P1,orthorhombic,-,19.402,-,-,-
ICAXIX,icaxix_P1_charged,cubic,Yes,26.005,Yes,-,-
ICEGED,iceged_P1,triclinic,-,34.716,-,-,-
ICEPEM,icepem_P1_H,triclinic,-,13.639,-,Yes,Yes
ICICAB,icicab_P1,tetragonal,-,69.379,-,-,-
ICITEU,iciteu_P1_charged_H,cubic,-,76.319,Yes,Yes,-
ICIVAS,icivas_P1_H,orthorhombic,Yes,16.756,-,Yes,Yes
ICIVIC,icivic_P1,monoclinic,-,29.475,-,-,-
ICIZAV,icizav_P1,triclinic,-,18.421,-,-,-
ICIZOL,icizol_P1_H,monoclinic,-,19.852,-,Yes,-
ICODIP,icodip_P1,cubic,Yes,59.563,-,-,-
ICODIP01,icodip01_P1,cubic,Yes,59.438,-,-,-
ICORAV,icorav_P1_charged,monoclinic,Yes,24.86,Yes,-,-
ICOSEB,icoseb_P1_H,monoclinic,-,12.562,-,Yes,-
ICOWON,icowon_P1,triclinic,-,37.552,-,-,-
ICOYIK,icoyik_P1_H,triclinic,-,11.436,-,Yes,-
ICUDIX,icudix_P1_charged_H,triclinic,-,31.784,Yes,Yes,-
ICUZIT,icuzit_P1,orthorhombic,Yes,24.799,-,-,-
ICUZOZ,icuzoz_P1,orthorhombic,Yes,24.956,-,-,-
IDAGEA,idagea_P1_H,monoclinic,-,18.277,-,Yes,-
IDAGUR,idagur_P1_H,monoclinic,-,35.391,-,Yes,Yes
IDAZAQ,idazaq_P1,monoclinic,-,13.025,-,-,-
IDECUT,idecut_P1,triclinic,-,35.358,-,-,-
IDESUI,idesui_P1,tetragonal,-,33.864,-,-,-
IDEWUM,idewum_P1,monoclinic,Yes,20.728,-,-,-
IDEYOF,ideyof_P1,monoclinic,-,23.209,-,-,-
IDIMIU,idimiu_P1_charged,orthorhombic,-,63.558,Yes,-,-
IDIMOA,idimoa_P1_charged,orthorhombic,-,67.56,Yes,-,-
IDIWOH,idiwoh_P1,orthorhombic,-,53.945,-,-,-
IDIWOH01,idiwoh01_P1,orthorhombic,-,54.03,-,-,-
IDIWOH02,idiwoh02_P1,triclinic,Yes,53.322,-,-,-
IDIWOH03,idiwoh03_P1,triclinic,Yes,53.577,-,-,-
IDIWOH04,idiwoh04_P1,triclinic,Yes,53.515,-,-,-
IDIWOH05,idiwoh05_P1,triclinic,Yes,53.713,-,-,-
IDIWOH06,idiwoh06_P1,triclinic,Yes,53.72,-,-,-
IDIXAU,idixau_P1,monoclinic,-,56.576,-,-,-
IDOLIZ,idoliz_P1_charged,cubic,-,17.662,Yes,-,-
IDORAW,idoraw_P1_H,tetragonal,Yes,38.024,-,Yes,-
IDUDES,idudes_P1,monoclinic,-,31.821,-,-,-
IDUDIW,idudiw_P1,monoclinic,-,47.687,-,-,-
IDUDOA,idudoa_P1_charged,monoclinic,-,31.184,Yes,-,-
IDUQUT,iduqut_P1_H,rhombohedral,-,14.223,-,Yes,-
IDUSIM,idusim_P1,monoclinic,-,21.608,-,-,-
IDUSIM01,idusim01_P1,monoclinic,-,21.538,-,-,-
IDUSIM02,idusim02_P1,monoclinic,-,21.624,-,-,-
IDUTAF,idutaf_P1,monoclinic,-,20.121,-,-,-
IDUTEJ,idutej_P1,monoclinic,-,20.864,-,-,-
IDUTIN,idutin_P1,monoclinic,-,20.255,-,-,-
IDUYOX,iduyox_P1_charged_H,triclinic,-,67.709,Yes,Yes,-
IFAGEE,ifagee_P1_charged,cubic,-,63.271,Yes,-,-
IFAGII,ifagii_P1_charged,cubic,-,66.312,Yes,-,-
IFAGON,ifagon_P1,tetragonal,-,49.778,-,-,-
IFANOV,ifanov_P1_H,tetragonal,-,70.597,-,Yes,Yes
IFANUB,ifanub_P1_H,tetragonal,-,68.692,-,Yes,Yes
IFAPAJ,ifapaj_P1_H,tetragonal,-,72.768,-,Yes,Yes
IFAQUC,ifaquc_P1,monoclinic,-,12.384,-,-,-
IFASOZ,ifasoz_P1_H,monoclinic,-,48.38,-,Yes,-
IFIPEV,ifipev_P1_charged,orthorhombic,-,59.488,Yes,-,-
IFIPIZ,ifipiz_P1_H,cubic,Yes,20.34,-,Yes,-
IFIYAA,ifiyaa_P1_charged,cubic,-,26.391,Yes,-,-
IFOSIG,ifosig_P1_H,trigonal,Yes,36.448,-,Yes,Yes
IFOTAB,ifotab_P1,orthorhombic,-,19.521,-,-,-
IFUDAO,ifudao_P1,hexagonal,Yes,20.124,-,-,-
IFUDES,ifudes_P1,trigonal,Yes,20.318,-,-,-
IFUNUU,ifunuu_P1,monoclinic,-,24.396,-,-,-
IFUPAC,ifupac_P1,monoclinic,-,27.119,-,-,-
IGAGAA,igagaa_P1_charged,orthorhombic,-,12.438,Yes,-,-
IGAHAB,igahab_P1_H,hexagonal,-,44.39,-,Yes,Yes
IGAHED,igahed_P1_H,triclinic,-,13.573,-,Yes,Yes
IGAHED01,igahed01_P1,triclinic,-,15.734,-,-,-
IGAHED02,igahed02_P1_H,triclinic,-,17.238,-,Yes,Yes
IGEJUC,igejuc_P1,cubic,-,75.364,-,-,-
IGETUL,igetul_P1,monoclinic,-,42.794,-,-,-
IGIFOW,igifow_P1_H,orthorhombic,-,55.853,-,Yes,Yes
IGINIX,iginix_P1,monoclinic,-,29.056,-,-,-
IGINIX02,iginix02_P1,monoclinic,-,29.391,-,-,-
IGITOJ,igitoj_P1_H,rhombohedral,-,20.204,-,Yes,-
IGIZUW,igizuw_P1_charged_H,monoclinic,-,21.182,Yes,Yes,-
IGOBEO,igobeo_P1,monoclinic,-,17.741,-,-,-
IGOCUD,igocud_P1_H,cubic,-,57.479,-,Yes,-
IGOGOD,igogod_P1_H,cubic,-,57.321,-,Yes,-
IGONUP,igonup_P1_charged,trigonal,-,25.693,Yes,-,-
IGOPAX,igopax_P1_charged,rhombohedral,-,27.489,Yes,-,-
IGOPEB,igopeb_P1_charged,trigonal,-,25.646,Yes,-,-
IGUCIY,iguciy_P1,monoclinic,-,19.707,-,-,-
IGUFEV,igufev_P1,triclinic,-,10.45,-,-,-
IGUFOH,igufoh_P1_charged_H,cubic,Yes,44.122,Yes,Yes,Yes
IGUTUB,igutub_P1,monoclinic,-,27.431,-,-,-
IGUTUB01,igutub01_P1,monoclinic,-,22.773,-,-,-
IGUVAJ,iguvaj_P1,monoclinic,-,20.354,-,-,-
IGUVAJ01,iguvaj01_P1,monoclinic,-,23.884,-,-,-
IGUVIR,iguvir_P1,monoclinic,-,27.587,-,-,-
IGUVIR01,iguvir01_P1,monoclinic,-,28.984,-,-,-
IHABAW,ihabaw_P1,rhombohedral,Yes,74.591,-,-,-
IHAJIN,ihajin_P1,rhombohedral,-,11.711,-,-,-
IHAZOH,ihazoh_P1_charged_H,cubic,-,15.238,Yes,Yes,Yes
IHECAB,ihecab_P1,monoclinic,-,22.631,-,-,-
IHERIY,iheriy_P1,triclinic,-,19.668,-,-,-
IHILUI,ihilui_P1,triclinic,-,17.806,-,-,-
IHIMAP,ihimap_P1,triclinic,-,18.595,-,-,-
IHIMAP01,ihimap01_P1_H,triclinic,-,24.162,-,Yes,-
IHOSUV,ihosuv_P1,tetragonal,-,25.94,-,-,-
IHOTEG,ihoteg_P1,tetragonal,-,19.044,-,-,-
IHOTUX,ihotux_P1,monoclinic,-,34.526,-,-,-
IHUTIQ,ihutiq_P1,monoclinic,-,17.787,-,-,-
IJANAJ,ijanaj_P1_H,triclinic,-,22.82,-,Yes,Yes
IJASAO,ijasao_P1,triclinic,-,36.956,-,-,-
IJASAO01,ijasao01_P1,triclinic,-,37.171,-,-,-
IJASOC,ijasoc_P1,triclinic,-,40.836,-,-,-
IJEJEP,ijejep_P1_charged_H,tetragonal,-,71.517,Yes,Yes,Yes
IJEVEA,ijevea_P1_H,orthorhombic,-,15.09,-,Yes,Yes
IJEVIE,ijevie_P1_charged_H,triclinic,-,25.768,Yes,Yes,Yes
IJEXAX,ijexax_P1_H,monoclinic,-,15.083,-,Yes,-
IJEXEB,ijexeb_P1_H,orthorhombic,-,15.446,-,Yes,-
IJEXUR,ijexur_P1_charged_H,triclinic,-,21.797,Yes,Yes,-
IJEXUS,ijexus_P1_charged_H,tetragonal,-,57.091,Yes,Yes,Yes
IJEYIG,ijeyig_P1_H,monoclinic,-,16.817,-,Yes,Yes
IJICAI,ijicai_P1_H,tetragonal,-,10.748,-,Yes,Yes
IJICIQ,ijiciq_P1_charged_H,monoclinic,-,38.489,Yes,Yes,Yes
IJIGEQ,ijigeq_P1_charged,monoclinic,-,38.576,Yes,-,-
IJISOK,ijisok_P1_charged,orthorhombic,-,10.622,Yes,-,-
IJITEC,ijitec_P1,monoclinic,-,11.591,-,-,-
IJODES,ijodes_P1,monoclinic,-,23.498,-,-,-
IJOMOJ02,ijomoj02_P1,monoclinic,-,30.796,-,-,-
IJOMOJ04,ijomoj04_P1,monoclinic,-,32.586,-,-,-
IJOMOJ06,ijomoj06_P1,monoclinic,-,32.297,-,-,-
IJOMOJ07,ijomoj07_P1,monoclinic,-,30.641,-,-,-
IJOQEG,ijoqeg_P1,monoclinic,-,23.873,-,-,-
IJUJEE,ijujee_P1,monoclinic,-,15.062,-,-,-
IKATIZ,ikatiz_P1,monoclinic,-,29.474,-,-,-
IKAVIZ,ikaviz_P1,cubic,Yes,12.572,-,-,-
IKAYAU,ikayau_P1_H,monoclinic,-,11.117,-,Yes,-
IKETIB,iketib_P1_charged_H,cubic,-,47.105,Yes,Yes,Yes
IKETOH,iketoh_P1_charged_H,cubic,-,46.267,Yes,Yes,Yes
IKETOI01,iketoi01_P1,triclinic,-,31.176,-,-,-
IKETUN,iketun_P1_H,cubic,-,65.389,-,Yes,Yes
IKETUO,iketuo_P1,triclinic,-,33.235,-,-,-
IKEVAW,ikevaw_P1,triclinic,-,32.809,-,-,-
IKEVEC,ikevec_P1,triclinic,-,26.556,-,-,-
IKEVIG,ikevig_P1_charged,monoclinic,-,18.576,Yes,-,-
IKEZED,ikezed_P1_charged_H,monoclinic,-,15.096,Yes,Yes,Yes
IKILIA,ikilia_P1_H,triclinic,-,12.417,-,Yes,Yes
IKOPEF,ikopef_P1_charged,triclinic,-,43.301,Yes,-,-
IKOQII,ikoqii_P1_charged_H,cubic,Yes,10.039,Yes,Yes,-
IKOTUZ,ikotuz_P1_H,rhombohedral,-,57.696,-,Yes,-
IKOVAH,ikovah_P1_H,rhombohedral,-,57.611,-,Yes,-
IKOVEL,ikovel_P1_H,rhombohedral,-,47.792,-,Yes,-
IKOXAK,ikoxak_P1,tetragonal,Yes,42.616,-,-,-
